station_id;station_name;lat;lng
392;Bethesda Metro / Wisconsin Ave & Old Georgetown Rd;38.9079195;-77.047218
194;Rhodes St & 16th St N;38.92813533333333;-77.02
661;Eastern Market Metro / Pennsylvania Ave & 7th St SE;38.910879333333334;-76.97953833333334
168;Kingman Island/The Fields at RFK;38.89835816666667;-77.02996433333334
170;Georgetown Harbor / 30th St NW;38.9210585;-77.01
57;24th & R St NE / National Arboretum;38.94;-76.95
613;Neal St & Trinidad Ave NE;38.912684166666665;-77.04331816666667
105;1st & K St NE;38.93137266666667;-77.04933966666667
249;4th St & K St NW;38.90813816666667;-77.03254233333334
487;Wiehle Ave & Reston Station Blvd;38.91;-77.00602083333334
214;Rhode Island Ave & V St NE;38.905916833333336;-77.07431483333333
294;Potomac & M St NW;38.92;-77.049846
103;N Lynn St & Fairfax Dr;38.92865783333333;-77.01879166666667
860;New Hampshire Ave & T St NW;38.897127833333336;-77.0217645
195;6th St & Indiana Ave NW;38.879369833333335;-77.02314433333333
659;Norfolk Ave & Fairmont St;38.92;-77.05431216666666
402;20th St & Florida Ave NW;38.90343883333333;-76.98613116666667
97;Congress Heights Metro;38.907894666666664;-77.03877733333333
697;Mississippi Ave & 19th St SE / THEARC;38.91;-77.04
186;2nd St & Seaton Pl NE;38.92;-77.07
63;Hamlin & 7th St NE;38.947057;-77.13521433333334
672;3rd & Tingey St SE;38.89;-76.94
342;6th & H St NE;38.89;-76.96
362;13th & U St NW;38.95639966666667;-77.0
845;19th St & Pennsylvania Ave NW;38.91;-77.02598266666666
99;Army Navy Dr & S Joyce St;38.943900166666666;-76.99464116666667
830;Georgia & Missouri Ave NW;38.9004735;-77.05685983333333
420;13th & H St NE;38.92;-77.06368716666667
209;Maple & Ritchie Ave;38.92;-77.0387985
877;Clarendon Blvd & Pierce St;38.9422075;-77.043686
518;Wilson Blvd & N Uhle St;38.92865466666667;-76.983811
324;Maryland Ave & E St NE;38.92;-77.0344865
104;3000 Connecticut Ave NW / National Zoo;38.91;-77.03880383333333
481;Fenton St & Gist Ave;38.905113166666666;-77.03444216666666
887;N Roosevelt St & Roosevelt Blvd;38.87639433333333;-77.03196783333334
751;Van Ness Metro / UDC;38.90368383333333;-77.06128366666667
169;Columbia Pike & S Oakland St;38.89652533333334;-76.99
996;New Hampshire & Lockwood;38.91721916666667;-77.02
354;California St & Florida Ave NW;38.8971985;-77.03110716666667
35;Potomac Ave & 8th St SE;38.922998;-77.04
641;Fenton St & New York Ave ;39.038117;-77.01
934;Pleasant St & MLK Ave SE;39.0;-77.0
456;Fallsgrove Dr & W Montgomery Ave;38.913659833333334;-77.02343566666667
135;East West Hwy & Blair Mill Rd;38.95;-77.0
443;11th & Kenyon St NW;38.88460216666667;-77.07
875;Radford St & Osage St;39.0;-77.049393
993;New Jersey Ave & N St NW/Dunbar HS;38.95;-77.01
633;Iwo Jima Memorial / Meade & 14th St N;38.890462;-77.03
237;King Farm Blvd & Pleasant Dr;38.92;-77.03
71;S Glebe Rd & Potomac Ave;38.928854;-76.98
407;Jefferson Dr & 14th St SW;38.954776333333335;-76.9835795
800;Georgia Ave and Fairmont St NW;38.954776333333335;-77.15648316666666
279;Wakefield High School;38.84;-77.15647366666667
288;11th & H St NE;38.839972;-77.03243033333334
486;Prince George's Plaza Metro;38.89;-77.0139535
748;7th & K St NW;38.954776333333335;-76.96942266666667
286;15th St & Massachusetts Ave SE;38.86015866666666;-77.02527133333334
714;Baltimore Ave & Jefferson St;39.0;-76.9955115
597;14th & Rhode Island Ave NW;38.89;-77.04
677;Carroll & Ethan Allen Ave;38.8905775;-77.04159683333333
381;18th & R St NW;38.91;-77.03
595;Anacostia Park;38.890514;-77.002186
332;Potomac Ave & Swann Ave;38.923047833333335;-77.02802433333333
204;D St & Maryland Ave NE;38.92;-76.95
675;4th & M St SE;38.92407866666667;-76.95
515;Wilson Blvd & N Franklin Rd;38.92;-76.95
385;C & O Canal & Wisconsin Ave NW;38.91872983333333;-77.0619415
459;Fleet St & Waterfront St;38.94;-77.043693
378;Edgewood Rec Center;38.93297333333334;-77.077149
828;1st & M St SE;38.91;-77.031815
928;2nd & G St NE;38.92787083333333;-77.0771995
656;Fort Totten Metro;38.888253166666665;-77.09
302;Ward Circle / American University;38.905844333333334;-77.1
444;Madison St & Fairfax St;38.878728;-77.1
981;Massachusetts Ave & Dupont Circle NW;38.90089483333333;-77.09802233333333
383;Crystal Dr & 20th St S;38.862821;-77.0373715
639;Yuma St & Tenley Circle NW;38.883498333333335;-77.04
102;Lee Hwy & N Cleveland St;38.8787295;-76.9982555
603;16th & Harvard St NW;38.8628215;-76.99
207;19th & East Capitol St SE;38.9242165;-77.02821583333333
896;15th & East Capitol St NE;38.931969;-77.0821265
307;23rd & M St NW;38.92;-77.017119
340;22nd & P ST NW;38.89;-77.03269583333334
906;12th St & Pennsylvania Ave SE;38.88096183333333;-77.202342
23;New Jersey Ave & R St NW;38.97;-77.0221105
14;12th & Newton St NE;38.95;-76.98
457;8th & East Capitol St NE;38.99567366666667;-76.99
495;Woodmont Ave & Strathmore St;38.95;-77.03171566666667
17;18th & M St NW;38.884089;-77.0230435
116;Bethesda Ave & Arlington Rd;38.92;-77.03
256;Eastern Market / 7th & North Carolina Ave SE;38.9125285;-77.0476435
687;Georgia & New Hampshire Ave NW;38.910942166666665;-77.09521033333333
178;Battery Ln & Trolley Trail;38.89;-77.0
822;Offutt Ln & Chevy Chase Dr;38.905552166666666;-77.000619
563;Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir;38.89;-77.03874733333333
629;22nd St & Constitution Ave NW;38.86;-77.02730833333334
620;Market Square / King St & Royal St;38.9172395;-77.03876016666666
759;17th & Corcoran St NW;38.937470833333336;-77.03622833333333
478;American University East Campus;38.954776333333335;-77.04
18;Mount Vernon Ave & Bruce St;38.94801116666667;-76.9947115
111;10th & K St NW;38.874217;-77.044876
700;Silver Spring Metro / Colesville Rd & Wayne Ave;38.90554983333333;-77.06823283333334
251;Wisconsin Ave & Brandywine St NW;38.90780183333333;-77.03
997;1st & O St NW;38.8843855;-77.03
812;25th St & Pennsylvania Ave NW;38.8621265;-77.03
333;Carroll & Westmoreland Ave;38.86208883333333;-77.09449516666666
673;24th & N St NW;38.895925166666665;-77.04
205;3rd & H St NW;38.90194866666667;-77.04
432;13th & D St NE;38.8650105;-77.04
191;Valley Ave & Wheeler Rd SE;38.94;-76.99592466666667
894;Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St;38.923405333333335;-76.9951415
536;TJ Cmty Ctr / 2nd St & S Old Glebe Rd;38.88411933333333;-77.04766283333333
556;Grant Circle;38.87;-77.03267083333333
86;Perry & 35th St;38.88;-77.03872
691;11th & C St SE;38.91422383333333;-77.05910416666667
604;20th & O St NW / Dupont South;38.887329666666666;-76.9719375
453;2nd St & Massachusetts Ave NE;38.880636333333335;-77.02
920;13th & E St SE;38.89;-77.04
98;Mount Vernon Ave & E Nelson Ave;38.90166333333333;-77.06756666666666
562;17th & K St NW / Farragut Square;38.94;-76.98723516666666
733;13th St & Eastern Ave;38.93;-77.01
526;Washington-Liberty High School / N Stafford St & Generals Way;38.92;-76.98
651;Connecticut Ave & R St NW;38.9203755;-77.02592433333334
868;Hains Point/Buckeye & Ohio Dr SW;38.92813533333333;-76.9948705
328;3rd & H St NE;38.910879333333334;-77.08475916666667
843;18th St & Pennsylvania Ave NW;38.89835816666667;-77.00565016666667
24;14th & G St NW;38.9210585;-77.0159795
835;Frederick Ave & Horners Ln;38.94;-77.03172016666667
719;Calvert St & Woodley Pl NW;38.93137266666667;-76.98
445;Columbia Pike & S Courthouse Rd;38.90813816666667;-77.03
900;15th & L St NW;38.91;-76.99477166666667
267;USDA / 12th & C St SW;38.92;-77.3393665
913;Wisconsin Ave & Newark St NW;38.92865783333333;-77.04
806;Florida Ave & R St NW;38.92;-77.00471866666666
891;Virginia Square Metro / Monroe St & 9th St N;38.897127833333336;-77.03
819;11th & F St NW;38.879369833333335;-77.065126
441;17th & K St NW;38.90343883333333;-77.0345395
442;Arlington Blvd & Fillmore St;38.91;-77.01
325;Capitol Heights Metro;38.92;-77.02305866666667
667;Montello Ave & Holbrook Terr NE;38.947057;-77.036196
366;5th & Kennedy St NW;38.89;-77.03827833333334
792;Woodley Park Metro / Calvert St & Connecticut Ave NW;38.89;-77.00063483333334
647;Georgia Ave & Kennedy St NW;38.91;-77.03504733333334
998;Dunn Loring Metro;38.954776333333335;-76.97196733333334
821;Central Library / Quincy St & 10th St N;38.943900166666666;-76.98
772;1st & Rhode Island Ave NW;38.9004735;-77.08
990;New Hampshire Ave & 24th St NW;38.92;-77.08
452;Deanwood Rec Center;38.9422075;-77.09517866666667
707;Fairfax Village;38.92;-77.09658616666667
376;GMU / Fairfax Dr & Kenmore St;38.901173;-77.04461933333333
807;5th & F St NW;38.905113166666666;-76.995827
725;22nd & H St NW;38.90368383333333;-77.03221033333334
470;Hardy Rec Center;38.91721916666667;-76.97560883333334
750;Sunset Hills Rd & Discovery Square;38.8971985;-77.00352433333333
419;18th St & Rhode Island Ave NE;38.922998;-76.99717283333334
34;Lynn St & 19th St North;38.913659833333334;-77.038763
398;1st & H St NW;38.95;-77.0344715
510;Spring St & 2nd Ave;38.88460216666667;-77.03265116666667
10;Georgia Ave & Spring St;39.0;-77.01
263;Silver Spring Transit Center - Top Level;38.92058083333333;-77.03
485;N Quincy St & Glebe Rd;38.95;-77.03171016666667
45;4th & East Capitol St NE;38.890462;-77.02
765;7th St & Massachusetts Ave NE;38.92;-77.02812866666666
801;14th & Luzon St NW;38.954776333333335;-77.01
864;28th St & S Meade St;38.954776333333335;-77.03873016666667
872;Good Hope Rd & 14th St SE;38.84;-77.02733883333333
353;14th St Heights / 14th & Crittenden St NW;38.839972;-76.98
905;Anacostia Metro;38.89;-77.00250783333334
852;5th & K St NW;38.92;-76.98
890;14th & Newton St NW;38.95;-77.0
976;Arlington Blvd & S George Mason Dr;38.99567366666667;-77.02
695;Oglethorpe St & 42nd Ave;38.95;-76.99832316666667
943;W Broad St & Little Falls St;38.96503833333333;-77.02952533333334
618;North Capitol St & G Pl NE;38.884089;-77.0297685
988;Fenton St & Ellsworth Dr ;38.9125285;-77.04286416666666
124;3rd & D St SE;38.905552166666666;-77.06342833333333
260;Chillum Rd & Riggs Rd / Riggs Plaza;38.89;-77.03272583333333
248;Takoma Metro;38.86;-77.04941616666666
408;Clarendon Metro / Wilson Blvd & N Highland St;38.9172395;-77.02785666666666
489;Medical Center Metro ;38.94801116666667;-77.04
814;19th & K St NW;39.0147325;-77.02386266666667
577;Walter Reed Dr & 8th St S;38.874217;-77.035164
769;18th & C St NW;38.870396666666664;-77.0651215
598;Rolfe St & 9th St S;38.90554983333333;-77.02710133333333
428;Twinbrook Metro;38.90780183333333;-77.0343925
416;Wilson Blvd & N Quincy St;38.87873883333334;-77.025978
862;8th & D St NW;38.85335416666667;-77.0025165
357;N. Beauregard St. & Berkley St.;38.8621265;-76.9882305
229;Rhode Island & Connecticut Ave NW;38.86208883333333;-77.03
594;Amherst Ave & Prichard Rd;38.895925166666665;-77.03285533333333
262;Norfolk & Rugby Ave;38.90194866666667;-77.04153866666667
436;10th & Monroe St NE;38.87;-77.0062905
952;North Capitol St & F St NW;38.92;-77.03179716666666
685;New Hampshire & Gallatin St NW;38.923405333333335;-77.02308916666667
593;New York Ave & 15th St NW;38.88411933333333;-76.99518383333333
274;White Flint Metro;38.87;-77.07629516666667
911;8th & O St NW;38.9417375;-77.07
508;L'Enfant Plaza / 7th & C St SW;38.887329666666666;-77.03282666666667
31;S Arlington Mill Dr & Campbell Ave;38.880636333333335;-77.06511766666667
840;Wheaton Metro / Georgia Ave & Reedie Dr;38.89;-77.08
614;Commerce St & Fayette St;38.90166333333333;-77.03821966666666
173;Tenleytown / Wisconsin Ave & Albemarle St NW;38.912966833333336;-76.99291133333334
107;Clarendon Blvd & N Fillmore St;38.93;-77.01627983333333
158;Wilson Blvd & N Edgewood St;38.92;-77.04
653;Lee Center;38.9079195;-77.04
482;Blueridge Ave & Elkin St;38.9203755;-77.02381433333333
773;Minnesota Ave & R St SE;38.92813533333333;-77.10729783333333
888;Franklin St & S Washington St;38.910879333333334;-77.08
185;Trinidad Rec Center;38.94;-77.08
724;10th St & Constitution Ave NW;38.93137266666667;-77.03
914;4th & E St SW;38.91;-77.02
473;Sunset Hills & Old Reston Ave;38.905916833333336;-77.02523116666667
754;Virginia Ave & 25th St NW;38.897127833333336;-77.02385583333333
177;Monroe St & Monroe Pl;38.879369833333335;-76.98
281;Fallsgrove Blvd & Fallsgrove Dr;38.92;-77.153903
285;Washington Blvd & Walter Reed Dr ;38.907894666666664;-77.15395183333334
61;20th St & Virginia Ave NW;38.91;-77.095844
369;Wisconsin Ave & Ingomar St NW;38.947057;-76.9972455
496;Army Navy Dr & S Nash St;38.89;-77.06525283333333
477;Pennsylvania Ave & Park Ave;38.89;-77.0
270;N Oak St & W Broad St;38.95639966666667;-77.15402166666667
889;George Mason High School / Haycock Rd & Leesburg Pike;38.91;-76.9918505
520;West Hyattsville Metro;38.954776333333335;-77.07940016666667
538;Riverdale Park Town Center;38.943900166666666;-77.061204
360;19th St & Constitution Ave NW;38.9004735;-76.99
327;Arlington Blvd & N Queen St;38.92;-77.04061983333334
879;Rockville Pike & Old Georgetown Rd;38.9422075;-77.11
972;Stadium Armory Metro;38.92865466666667;-77.05
846;King Farm Blvd & Piccard Dr;38.92;-77.005733
476;New Hampshire Ave & East-West Hwy;38.901173;-77.02
722;Congressional Ln & E Jefferson St;38.91;-76.99450116666667
818;Rosslyn Metro / Wilson Blvd & Ft Myer Dr;38.905113166666666;-76.99854916666666
674;S George Mason & Four Mile Run Dr;38.87639433333333;-77.0064425
539;Fairfax Dr & N Randolph St;38.90368383333333;-77.025283
77;Friendship Blvd & Willard Ave;38.89652533333334;-77.07720433333333
669;Takoma Park Rec Center;38.8971985;-77.0
705;Windham Ln & Amherst Ave;38.922998;-77.023022
753;Dennis Ave & Amherst Ave;39.038117;-77.02
676;New Hampshire & Kirklynn Ave;38.913659833333334;-77.08210866666667
56;4th & C St SW;38.95;-77.004732
60;Columbia Pike & S Orme St;38.84;-77.00368583333334
992;15th & F St NE;38.88460216666667;-77.01626083333333
842;Barton St & 10th St N;39.0;-77.1879235
530;48th Pl & MacArthur Blvd NW;38.92058083333333;-77.03
479;Queens Chapel & Hamilton St;38.95;-77.04709
126;17th St & Independence Ave SW;38.92;-77.06514083333333
755;Pershing Dr & N George Mason Dr;38.84;-76.99453033333333
55;Oklahoma Ave & D St NE;38.839972;-77.06500183333333
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
