ride_id;rideable_type;started_at;ended_at;start_station_id;end_station_id;member_casual;member_id
4F2AF1A14030E210;electric_bike;2020.09.17 18:48;2020.09.17 18:53;859;538;member;201808274:
B94E925A73623AD4;docked_bike;2020.09.19 22:44;2020.09.19 23:37;90;360;member;202007225:
1920B27B3CB680E9;docked_bike;2020.09.20 19:36;2020.09.20 19:42;706;327;member;201502118:
2EA90F1F40F7CF5B;docked_bike;2020.09.20 6:45;2020.09.20 7:05;591;97;member;2014031921
EC13C64AE0BF7649;docked_bike;2020.09.20 19:39;2020.09.20 20:05;218;879;member;201709199:
F4CC876D761BAF18;docked_bike;2020.09.20 15:25;2020.09.20 15:31;854;972;member;2018122410
6E10943CF18A9B9A;docked_bike;2020.09.20 16:52;2020.09.20 17:23;777;846;member;2011033023
333645955BDFEDD6;docked_bike;2020.09.20 18:39;2020.09.20 19:03;198;476;member;2016120517
F6DB89FD95E12594;docked_bike;2020.09.20 18:18;2020.09.20 18:29;53;722;member;201301254:
8DD1F929857240F0;docked_bike;2020.09.20 13:13;2020.09.20 13:13;334;818;member;2015102017
F5E3912BA6F99680;docked_bike;2020.09.20 13:14;2020.09.20 15:08;283;674;member;2020041720
A3863D6E406A605C;docked_bike;2020.09.20 18:49;2020.09.20 19:00;137;539;member;2012021013
52EA36BBE76D36D3;docked_bike;2020.09.23 18:31;2020.09.23 18:55;273;77;member;201312112:
D71AE478511B429C;docked_bike;2020.09.23 12:41;2020.09.23 12:52;38;648;member;2015122523
408E5038A8144DAB;docked_bike;2020.09.23 14:05;2020.09.23 15:34;219;669;member;2020051217
9DFDE09E018BF37C;docked_bike;2020.09.23 12:51;2020.09.23 13:35;929;705;member;2012051312
1CDAE6BAE1B527C4;electric_bike;2020.09.18 19:30;2020.09.18 19:49;336;753;member;201106219:
A7FD74F4B1323AD2;electric_bike;2020.09.18 8:07;2020.09.18 8:23;959;934;member;201507224:
AC181FA15696D5C6;electric_bike;2020.09.18 9:28;2020.09.18 9:44;49;676;member;201103196:
FD4FA72E3B776E4A;electric_bike;2020.09.18 18:48;2020.09.18 18:53;466;56;member;201810026:
17A57B8F89218E4E;electric_bike;2020.09.18 18:00;2020.09.18 18:05;994;689;member;2020090919
0244E07703DB7F64;electric_bike;2020.09.18 6:48;2020.09.18 7:12;417;60;member;201302027:
3A9E04F1B6C8439E;electric_bike;2020.09.18 18:31;2020.09.18 19:06;426;992;member;202009095:
738DB88911FDB84B;docked_bike;2020.09.18 16:12;2020.09.18 16:29;455;842;member;2015061016
548DEBD3C8B0EE60;docked_bike;2020.09.18 8:40;2020.09.18 9:00;813;530;member;2016061720
A441DB669671716F;docked_bike;2020.09.18 8:18;2020.09.18 8:27;680;479;member;2011092721
79EF52042DA411A9;docked_bike;2020.09.18 13:20;2020.09.18 13:30;200;149;member;201803300:
75BE95414B885486;docked_bike;2020.09.18 17:32;2020.09.18 17:55;149;126;member;201306258:
D8E3A59463086000;docked_bike;2020.09.27 14:47;2020.09.27 15:51;210;674;member;2019012420
657925C61E2D61B1;docked_bike;2020.09.27 3:25;2020.09.27 4:22;305;769;member;201112041:
463012C2BC5AA91F;docked_bike;2020.09.26 21:42;2020.09.26 21:42;241;929;member;2014092422
75E078EEFBA6BE7F;docked_bike;2020.09.26 21:44;2020.09.26 22:11;391;755;member;2018060720
6609D6425ED69CBC;docked_bike;2020.09.27 8:26;2020.09.27 9:06;630;55;member;201803093:
E1AD4A482B2DC663;docked_bike;2020.09.27 6:48;2020.09.27 7:18;384;682;member;2014013118
7BAD7D5DB82E4A7E;docked_bike;2020.09.27 11:52;2020.09.27 12:09;912;585;member;201303273:
83D9000F47222BD3;docked_bike;2020.09.27 18:38;2020.09.27 18:53;606;540;member;2016080817
2B7BD35557192AF8;docked_bike;2020.09.25 17:45;2020.09.25 18:06;999;570;member;2018073120
CCD7AB60D6258E87;docked_bike;2020.09.25 14:37;2020.09.25 14:51;883;686;member;201601220:
502461821800E36B;electric_bike;2020.09.24 23:42;2020.09.24 23:56;762;322;member;2012112615
56F682EF9E4E2E57;electric_bike;2020.09.20 17:01;2020.09.20 18:05;297;394;member;2019100221
FF9F2812A47F1D18;electric_bike;2020.09.20 17:43;2020.09.20 18:02;762;966;member;2019070810
F8F242AB6F572CE8;electric_bike;2020.09.20 16:22;2020.09.20 16:40;320;149;member;2019100616
ACEA3383397BC793;electric_bike;2020.09.20 14:09;2020.09.20 14:51;762;239;member;2014013022
3F3D47EDF618075B;electric_bike;2020.09.20 11:59;2020.09.20 13:03;969;688;member;2017082916
1993ACBC78CB45FD;electric_bike;2020.09.20 18:34;2020.09.20 19:43;117;558;member;201606308:
3E55AFA06677C613;docked_bike;2020.09.20 15:18;2020.09.20 18:23;355;745;member;201209294:
52BA95BD4D5D4B35;docked_bike;2020.09.20 19:52;2020.09.20 20:00;961;190;member;201202175:
AE0C8C2358A562EE;docked_bike;2020.09.19 21:39;2020.09.19 22:15;965;507;member;201503287:
01164105364D07B8;docked_bike;2020.09.20 15:32;2020.09.20 16:07;80;464;member;201610106:
78BE81405857117F;docked_bike;2020.09.20 14:41;2020.09.20 15:09;721;758;member;201607134:
4DA59AC2DD856C30;docked_bike;2020.09.20 17:30;2020.09.20 18:07;739;524;member;2015060316
38FF16F89A0B49D9;docked_bike;2020.09.20 16:30;2020.09.20 16:46;617;983;member;201212245:
FCB555842F71AD2C;docked_bike;2020.09.23 17:13;2020.09.23 18:29;635;212;member;201707217:
8831DCA4A58235C1;docked_bike;2020.09.23 13:11;2020.09.23 13:23;779;790;member;2019120413
A633533C7413BF97;docked_bike;2020.09.23 11:58;2020.09.23 13:14;193;382;member;2019033023
F018FF81BC4630A6;docked_bike;2020.09.23 7:03;2020.09.23 7:12;540;648;member;201207183:
B002BCC51C67216E;docked_bike;2020.09.23 17:40;2020.09.23 17:44;979;122;member;2018071016
51308F95B6D6B469;docked_bike;2020.09.23 16:12;2020.09.23 16:28;951;19;member;201710264:
BB454C61EA38BD65;docked_bike;2020.09.22 22:03;2020.09.22 22:12;323;276;member;201804226:
A45D86C1954696B3;docked_bike;2020.09.23 11:10;2020.09.23 11:16;355;74;member;2016040611
73108E2B13C45E12;electric_bike;2020.09.23 10:13;2020.09.23 10:17;701;344;member;2016032013
75E93D2E26F06D79;electric_bike;2020.09.23 18:06;2020.09.23 19:09;844;632;member;201206163:
A4EC97DFF4CE1CCE;electric_bike;2020.09.23 16:38;2020.09.23 18:02;147;192;member;201303285:
AFD60D5EB9C04BA5;electric_bike;2020.09.23 18:24;2020.09.23 18:40;978;931;member;2013012515
50F4AED6CF047335;electric_bike;2020.09.22 23:11;2020.09.22 23:41;65;527;member;201509199:
39D558AC8894031C;electric_bike;2020.09.07 18:16;2020.09.07 19:53;238;729;member;201410286:
C64D45B6E69FC624;electric_bike;2020.09.07 13:02;2020.09.07 13:10;261;438;member;201703128:
EDB13C2D033C0E0B;docked_bike;2020.09.07 7:42;2020.09.07 7:50;101;789;member;201205182:
022451FF26A300C1;docked_bike;2020.09.06 23:36;2020.09.06 23:40;164;280;member;2012111618
742D0EDA05FB52E6;docked_bike;2020.09.19 15:54;2020.09.19 16:23;616;348;member;201602279:
1E337654643D500A;docked_bike;2020.09.19 15:00;2020.09.19 16:04;250;752;member;2015073018
79060ABC55BFCEF0;docked_bike;2020.09.19 13:15;2020.09.19 14:47;370;79;member;2016010717
24D2442C086EA7DA;docked_bike;2020.09.19 19:12;2020.09.19 19:12;936;269;member;2012060710
150B8495CC147416;docked_bike;2020.09.19 19:13;2020.09.19 19:46;543;415;member;201407048:
D3341321BB7D4886;docked_bike;2020.09.19 19:13;2020.09.19 19:13;926;497;member;2014011211
C97476D96394F07B;docked_bike;2020.09.18 23:50;2020.09.19 0:04;392;915;member;2016110910
0920699CDD2407A6;docked_bike;2020.09.18 20:27;2020.09.18 20:37;49;266;member;2018062210
0BF2EEEBC9E94F79;docked_bike;2020.09.19 18:54;2020.09.19 19:21;194;297;member;201911195:
3A0EC0253AA6BAD8;docked_bike;2020.09.19 14:37;2020.09.19 15:51;661;689;member;201204153:
FF5A5CF3C387D58F;docked_bike;2020.09.19 19:10;2020.09.19 19:28;168;175;member;2013101217
A29037EC1D3A284F;docked_bike;2020.09.19 13:05;2020.09.19 13:34;170;227;member;201508093:
3C1EC12B91101F0F;docked_bike;2020.09.19 15:25;2020.09.19 16:19;57;622;member;2016082011
901B70DDA0BB7C46;electric_bike;2020.09.26 13:13;2020.09.26 13:48;613;985;member;202003233:
505036A15CA7E9DF;electric_bike;2020.09.26 16:50;2020.09.26 17:39;105;859;member;201108285:
B68977EE5D7F56D1;electric_bike;2020.09.26 10:32;2020.09.26 10:36;249;90;member;201211115:
9A42C87E5A3E4A5A;electric_bike;2020.09.26 15:40;2020.09.26 16:14;487;706;member;202005082:
FC17339E373531E5;electric_bike;2020.09.26 19:31;2020.09.26 19:50;214;591;member;2020080212
AD6DC8557667D34F;electric_bike;2020.09.26 14:21;2020.09.26 15:14;294;218;member;202004139:
59D80A912D1F3988;electric_bike;2020.09.26 12:57;2020.09.26 13:11;103;854;member;201612291:
F4BB36ED58E266BB;docked_bike;2020.09.26 17:32;2020.09.26 18:01;212;777;member;2013031720
0959ED2B93E1DF85;docked_bike;2020.09.25 20:10;2020.09.25 20:27;860;198;member;201207255:
82131B5051BC23AA;docked_bike;2020.09.26 16:54;2020.09.26 17:16;195;53;member;201801295:
ADB98CEE06D2CC2E;docked_bike;2020.09.27 15:19;2020.09.27 16:09;659;334;member;2014082623
4D05DD3FA38595B2;docked_bike;2020.09.27 18:03;2020.09.27 18:33;402;283;member;2015070922
B6B143DF56B78049;docked_bike;2020.09.27 14:10;2020.09.27 14:56;97;137;member;201701265:
0D4FAFC8937EA3C2;docked_bike;2020.09.27 13:52;2020.09.27 15:16;697;273;member;201202052:
F0760A6C345DBF3F;docked_bike;2020.09.27 11:10;2020.09.27 11:37;186;38;member;201910135:
67A95A64E3B16761;docked_bike;2020.09.27 13:49;2020.09.27 14:19;63;219;member;2012050615
EDE391304877DAB4;docked_bike;2020.09.27 9:49;2020.09.27 10:53;672;929;member;201806028:
3C2B7D2232167EB3;docked_bike;2020.09.27 14:12;2020.09.27 15:45;342;336;member;201903129:
6366765F2F73C7CA;docked_bike;2020.09.27 12:23;2020.09.27 13:06;362;959;member;201808274:
C46102BCCEC3AD6A;docked_bike;2020.09.27 12:55;2020.09.27 13:18;845;49;member;202007225:
66A882279850724A;docked_bike;2020.09.21 17:15;2020.09.21 18:16;198;466;member;201502118:
7CA198F1E31E8EB0;docked_bike;2020.09.04 17:06;2020.09.04 17:10;99;994;member;2014031921
544A537AF415B302;rideable_type;2020.09.04 11:40;2020.09.04 11:51;830;417;member;201709199:
833476870AAB41BE;electric_bike;2020.09.04 14:07;2020.09.04 14:15;420;426;member;2018122410
6A363B3039BA4C98;electric_bike;2020.09.04 11:35;2020.09.04 11:43;209;455;member;2011033023
8ED13BD5540A0893;electric_bike;2020.09.04 10:55;2020.09.04 11:05;877;813;member;2016120517
508DD63A60ECC21F;electric_bike;2020.09.04 7:13;2020.09.04 7:39;518;680;member;201301254:
21210A7CEBFBB612;electric_bike;2020.09.04 18:16;2020.09.04 18:48;324;200;member;2015102017
1B458E03663EA25B;electric_bike;2020.09.24 12:24;2020.09.24 12:39;845;149;member;2020041720
5F0AEEC4E8C8EC6E;electric_bike;2020.09.24 18:13;2020.09.24 18:18;104;210;member;2012021013
BE913FE98A3B04B1;docked_bike;2020.09.24 19:30;2020.09.24 19:45;481;305;member;201312112:
F02FA23C8B3C1D51;docked_bike;2020.09.23 21:45;2020.09.23 22:29;887;241;member;2015122523
293E0B4007EAC46F;docked_bike;2020.09.14 20:09;2020.09.14 20:31;751;391;member;2020051217
755E9E7CE438A784;docked_bike;2020.09.15 13:45;2020.09.15 13:55;169;630;member;2012051312
25E9B031A4F7BA68;docked_bike;2020.09.15 15:57;2020.09.15 16:07;996;384;member;201106219:
D1B72DF489164877;docked_bike;2020.09.15 14:45;2020.09.15 15:01;354;912;member;201507224:
140D403DD8CCF468;docked_bike;2020.09.15 8:43;2020.09.15 9:01;35;606;member;201103196:
B3C5E83E320CC298;docked_bike;2020.09.15 19:32;2020.09.15 19:43;641;999;member;201810026:
A5ED62F1698E54F2;docked_bike;2020.09.18 12:28;2020.09.18 12:54;934;883;member;2020090919
08863853B5EC3960;docked_bike;2020.09.18 11:55;2020.09.18 12:15;456;762;member;201302027:
9085ED378303B339;docked_bike;2020.09.18 17:16;2020.09.18 17:36;135;297;member;202009095:
BD283D4367661E65;docked_bike;2020.09.18 15:52;2020.09.18 16:05;97;762;member;2015061016
CA1D2F8F549910F9;docked_bike;2020.09.18 16:11;2020.09.18 16:21;672;320;member;2016061720
D6572EA1D2C96851;docked_bike;2020.09.18 14:44;2020.09.18 15:29;443;762;member;2011092721
F0BEFC2E9D820F68;docked_bike;2020.09.18 18:26;2020.09.18 19:08;875;969;member;201803300:
41AB8648EF352D87;electric_bike;2020.09.18 13:19;2020.09.18 13:42;320;117;member;201306258:
40A3E6305342B9F7;electric_bike;2020.09.13 13:42;2020.09.13 14:02;993;355;member;2019012420
E4D65527BF709EFB;electric_bike;2020.09.13 16:21;2020.09.13 16:22;633;961;member;201112041:
19D00E8849D2BDB3;electric_bike;2020.09.13 17:34;2020.09.13 18:22;237;965;member;2014092422
4D64818A13723F15;electric_bike;2020.09.13 14:51;2020.09.13 16:21;71;80;member;2018060720
4F23BD07BFBAFE3A;electric_bike;2020.09.13 14:43;2020.09.13 14:50;407;721;member;201803093:
BAF321BDB959EE07;electric_bike;2020.09.13 17:13;2020.09.13 18:53;800;739;member;2014013118
25D3F8541C1F2A04;docked_bike;2020.09.13 16:59;2020.09.13 17:08;279;617;member;201303273:
87C37EB00F975F5E;docked_bike;2020.09.13 5:52;2020.09.13 5:57;288;635;member;2016080817
6C3D75E6EB81BDD0;docked_bike;2020.09.13 19:13;2020.09.13 19:37;486;779;member;2018073120
37FBC2FBCC4C5E3C;docked_bike;2020.09.13 12:21;2020.09.13 12:37;324;193;member;201601220:
318999A19186F4C2;docked_bike;2020.09.13 11:05;2020.09.13 12:08;748;540;member;2012112615
098EBF190C6CB86C;docked_bike;2020.09.13 12:20;2020.09.13 12:48;286;979;member;2019100221
94F5A5387FA610CB;docked_bike;2020.09.13 7:55;2020.09.13 8:20;714;951;member;2019070810
D0C3AE2B6F407B2A;docked_bike;2020.09.13 12:43;2020.09.13 12:58;597;323;member;2019100616
DE463B35008DAA79;docked_bike;2020.09.13 6:37;2020.09.13 6:48;168;355;member;2014013022
8DB88E22C1A8511F;docked_bike;2020.09.13 9:32;2020.09.13 9:44;677;701;member;2017082916
0A6C2EF4598D368F;docked_bike;2020.09.13 13:53;2020.09.13 14:10;381;844;member;201606308:
83B9D71E30E208AB;docked_bike;2020.09.15 10:19;2020.09.15 10:38;595;147;member;201209294:
832A838A446594BF;docked_bike;2020.09.14 22:58;2020.09.14 23:08;332;978;member;201202175:
3F55E47E52E14AFE;docked_bike;2020.09.15 10:57;2020.09.15 11:06;204;65;member;201503287:
C7969854C79BC8D9;docked_bike;2020.09.15 15:35;2020.09.15 15:59;675;238;member;201610106:
50AD4DC1E9CB72D9;electric_bike;2020.09.15 17:40;2020.09.15 18:07;515;261;member;201607134:
BBE6CA9961EE03E2;electric_bike;2020.09.15 11:59;2020.09.15 12:05;90;101;member;2015060316
8FCF1A8403865087;electric_bike;2020.09.14 20:22;2020.09.14 20:36;385;164;member;201212245:
23134E85C0133B87;electric_bike;2020.09.15 15:26;2020.09.15 15:49;459;616;member;201707217:
0BE3B5F806E930FB;electric_bike;2020.09.15 15:53;2020.09.15 16:05;378;250;member;2019120413
7E68387AA75E8830;electric_bike;2020.09.15 9:58;2020.09.15 10:08;745;370;member;2019033023
5D0A67EC4D1BC2CE;electric_bike;2020.09.15 7:33;2020.09.15 7:39;828;936;member;201207183:
08EF3B172087969D;docked_bike;2020.09.15 5:35;2020.09.15 5:39;186;543;member;2018071016
2A5AFE5FDBE12548;docked_bike;2020.09.15 6:14;2020.09.15 6:19;928;926;member;201710264:
F6E4100CEF337A90;docked_bike;2020.09.14 22:28;2020.09.14 22:42;656;392;member;201804226:
5C42554D56F82D8D;docked_bike;2020.09.14 21:16;2020.09.14 21:27;302;49;member;2016040611
FCA53F3E8933075C;docked_bike;2020.09.14 21:15;2020.09.14 21:16;444;194;member;2016032013
CE2A04EECF482C2C;docked_bike;2020.09.15 17:49;2020.09.15 18:24;74;661;member;201206163:
56E3C189AE89AF43;docked_bike;2020.09.14 20:26;2020.09.14 20:32;101;168;member;201303285:
C2E5574828AFC669;docked_bike;2020.09.15 13:37;2020.09.15 13:44;981;170;member;2013012515
FB5C8147AE388218;docked_bike;2020.09.20 21:21;2020.09.20 22:07;383;57;member;201509199:
A06EB96F3125B9B4;docked_bike;2020.09.21 10:17;2020.09.21 10:40;639;613;member;201410286:
B704486EBC004DD9;docked_bike;2020.09.21 18:41;2020.09.21 19:07;102;105;member;201703128:
135C0859C4BF82A1;docked_bike;2020.09.21 15:18;2020.09.21 15:40;603;249;member;201205182:
E7F5EA0113D2BA09;docked_bike;2020.09.21 16:23;2020.09.21 16:38;207;487;member;2012111618
F168047C1621987B;docked_bike;2020.09.21 16:38;2020.09.21 17:42;896;214;member;201602279:
5CF5E6FA574964C0;docked_bike;2020.09.21 18:29;2020.09.21 19:06;307;294;member;2015073018
60A507BBD3AF3D9B;electric_bike;2020.09.28 5:45;2020.09.28 6:02;340;103;member;2016010717
C6FEF86A298DD694;electric_bike;2020.09.28 15:11;2020.09.28 15:47;906;212;member;2012060710
61618BB082D8F39B;electric_bike;2020.09.28 16:19;2020.09.28 16:50;23;860;member;201407048:
3E207C9BFC080804;electric_bike;2020.09.28 12:54;2020.09.28 13:53;14;195;member;2014011211
41A5D056CF6C016F;electric_bike;2020.09.28 19:31;2020.09.28 20:26;457;659;member;2016110910
43A85550BAC4985B;electric_bike;2020.09.28 13:55;2020.09.28 14:51;495;402;member;2018062210
4323C7B0867531E8;electric_bike;2020.09.28 16:18;2020.09.28 16:19;887;97;member;201911195:
0270909527F88C0E;docked_bike;2020.09.28 15:24;2020.09.28 15:42;17;697;member;201204153:
F78B0AB29C255888;docked_bike;2020.09.28 4:16;2020.09.28 4:50;116;186;member;2013101217
471C71EE804BA401;docked_bike;2020.09.28 19:59;2020.09.28 20:13;256;63;member;201508093:
4E8FCD617627845A;docked_bike;2020.09.02 16:14;2020.09.02 16:36;687;672;member;2016082011
05E9EC701D0FA17A;docked_bike;2020.09.02 19:16;2020.09.02 19:33;178;342;member;202003233:
A37A09450C061790;docked_bike;2020.09.02 12:33;2020.09.02 12:46;966;362;member;201108285:
3AA840C65EB85EBD;docked_bike;2020.09.02 10:54;2020.09.02 11:07;822;845;member;201211115:
9B3FF8D855571393;docked_bike;2020.09.02 17:39;2020.09.02 17:44;563;198;member;202005082:
E2428A202E4E71FB;docked_bike;2020.09.02 8:26;2020.09.02 8:48;629;99;member;2020080212
4E0976A4EB9C8974;docked_bike;2020.09.02 9:16;2020.09.02 9:35;620;830;member;202004139:
9FBEA15DA04A22E3;docked_bike;2020.09.02 16:11;2020.09.02 16:15;759;420;member;201612291:
F4DA1B5B6A87E03B;docked_bike;2020.09.02 19:00;2020.09.02 19:12;478;209;member;2013031720
0D00C3191F962466;docked_bike;2020.09.02 13:19;2020.09.02 14:15;18;877;member;201207255:
C8BE5C814EA0957B;docked_bike;2020.09.02 13:10;2020.09.02 13:15;789;518;member;201801295:
AF58F1D82271C358;docked_bike;2020.09.02 17:35;2020.09.02 17:59;111;324;member;2014082623
33F6D393E53D3726;electric_bike;2020.09.02 18:02;2020.09.02 18:12;518;845;member;2015070922
C0ABE184C5AED385;electric_bike;2020.09.14 17:25;2020.09.14 17:54;700;104;member;201701265:
4FB61FC23C2B8364;electric_bike;2020.09.13 22:24;2020.09.13 22:30;251;481;member;201202052:
09E9A9A49FB4309E;electric_bike;2020.09.14 16:48;2020.09.14 16:59;90;887;member;201910135:
21B30D54E48F7E4B;electric_bike;2020.09.13 20:13;2020.09.13 20:35;518;751;member;2012050615
7316C10F7545D2F0;electric_bike;2020.09.14 18:11;2020.09.14 18:21;997;169;member;201806028:
536915277D2BDBBF;electric_bike;2020.09.14 17:36;2020.09.14 17:55;348;996;member;201903129:
3994B807DB5D8380;docked_bike;2020.09.13 20:56;2020.09.13 21:08;812;354;member;201808274:
DC5B9DB552087989;docked_bike;2020.09.04 13:24;2020.09.04 14:07;333;35;member;202007225:
2A0C0B62A8D4E48D;docked_bike;2020.09.04 13:08;2020.09.04 13:16;673;641;member;201502118:
01AABB419F015F4C;docked_bike;2020.09.03 20:48;2020.09.03 20:59;205;934;member;2014031921
4C294AD277D4A4C6;docked_bike;2020.09.04 16:49;2020.09.04 17:39;432;456;member;201709199:
72E8E3E775A1B667;docked_bike;2020.09.04 8:25;2020.09.04 8:33;951;135;member;2018122410
4D9F8D2F40BE59C0;docked_bike;2020.09.04 14:39;2020.09.04 14:46;191;97;member;2011033023
18F087FA20CC25E5;docked_bike;2020.09.04 10:43;2020.09.04 11:49;854;672;member;2016120517
AD3E487A92DA2A50;docked_bike;2020.09.04 17:47;2020.09.04 18:05;894;443;member;201301254:
0EB77C3244A2ED4D;docked_bike;2020.09.22 18:44;2020.09.22 19:27;536;875;member;2015102017
DA817F974D194EDB;docked_bike;2020.09.22 5:40;2020.09.22 5:56;556;320;member;2020041720
42537957E7E4E530;docked_bike;2020.09.22 18:08;2020.09.22 18:14;86;993;member;2012021013
3224A8051DC257F3;docked_bike;2020.09.22 16:45;2020.09.22 17:28;19;633;member;201312112:
17A6177B19DCF2AF;docked_bike;2020.09.22 13:07;2020.09.22 13:32;691;237;member;2015122523
055A97BED10116DF;docked_bike;2020.09.22 14:14;2020.09.22 15:36;604;71;member;2020051217
660D2BC0F00EEA26;electric_bike;2020.09.22 13:46;2020.09.22 14:11;453;407;member;2012051312
3D80BAF0EA8EA2C1;electric_bike;2020.09.22 17:49;2020.09.22 18:03;920;800;member;201106219:
20BB88A2D21CF08D;electric_bike;2020.09.22 15:58;2020.09.22 16:15;98;279;member;201507224:
A308FEEDDECCEB5C;electric_bike;2020.09.22 12:47;2020.09.22 13:12;426;288;member;201103196:
C6F12C50A9C041B4;electric_bike;2020.09.22 18:36;2020.09.22 19:17;562;486;member;201810026:
C60CC829FC71CC5E;electric_bike;2020.09.21 21:00;2020.09.21 21:17;733;324;member;2020090919
E82AAC760ADB0A87;electric_bike;2020.09.22 10:44;2020.09.22 10:59;526;748;member;201302027:
